emp_no,first_name,last_name,title,from_date,salary
427177,Moto,Rosch,Assistant Engineer,1986-07-17,57340
91903,Rosalie,Kaiser,Engineer,1986-07-17,46810
218029,Vivian,Lortz,Staff,1986-07-17,40000
23374,Samphel,Gecsei,Staff,1986-07-17,40000
244470,Mitsuyuki,Wegerle,Technique Leader,1986-07-17,58380
259660,Kristinn,Melter,Staff,1986-07-17,73666
244753,Xumin,Lanteri,Engineer,1986-07-17,54257
410365,Mayuko,Eldridge,Staff,1986-07-17,51955
94935,Christophe,Wynblatt,Engineer,1986-07-16,66082
95602,Shounak,Litvinov,Staff,1986-07-16,53992
92916,Neven,Plotkin,Staff,1986-07-16,53109
98072,Luerbio,Merro,Senior Engineer,1986-07-16,40000
203588,Youngkon,Hartvigsen,Engineer,1986-07-16,54513
421485,Manibrata,Skrikant,Staff,1986-07-16,46220
53775,Maya,Peternell,Engineer,1986-07-16,46723
492472,Youngkon,Peyn,Staff,1986-07-16,49509
235287,Arco,Glowinski,Engineer,1986-07-16,41015
433882,Zejun,Jervis,Staff,1986-07-16,69266
436205,Rosita,Zielinski,Engineer,1986-07-16,50259
266161,Gita,Mansanne,Staff,1986-07-16,43100
414666,Fai,Alpay,Staff,1986-07-16,51501
497434,Shounak,Kalloufi,Senior Staff,1986-07-16,42366
275120,Jaideep,Aamodt,Staff,1986-07-16,57206
108246,Lijie,Spinelli,Staff,1986-07-16,58573
267088,Kien,Backhouse,Staff,1986-07-16,69152
255911,Bingning,Gladwell,Senior Engineer,1986-07-15,40591
494404,Menkae,Mapelli,Staff,1986-07-15,56415
274689,Youssef,Kisuki,Engineer,1986-07-15,40000
296819,Arvin,Massonet,Staff,1986-07-15,40000
241182,Toshimi,Peral,Staff,1986-07-15,45799
209026,Szabolcs,Maksimenko,Engineer,1986-07-15,40000
18223,Gully,Mitchem,Senior Staff,1986-07-15,48598
65467,Jeane,Perng,Senior Staff,1986-07-15,63543
86641,Kamran,Gladwell,Engineer,1986-07-15,40000
258140,Boutros,Georgakopoulos,Assistant Engineer,1986-07-15,58933
271282,Kamran,Siochi,Staff,1986-07-15,75636
39194,Arun,Imataki,Technique Leader,1986-07-15,43727
100074,Yechiam,Velardi,Engineer,1986-07-15,40000
274360,Shuzo,Oskamp,Engineer,1986-07-15,40000
460174,Udo,Felcyn,Engineer,1986-07-15,40000
480319,Alexius,Hiltgen,Engineer,1986-07-15,61567
245463,Chenye,Rajcani,Staff,1986-07-15,59781
220448,Marsha,Koblick,Staff,1986-07-15,75380
249233,Mara,McAffer,Senior Engineer,1986-07-14,42914
485968,Zhongwei,Sankaranarayanan,Engineer,1986-07-14,56333
439899,Marie,Brandsma,Engineer,1986-07-14,40000
448598,Xudong,Morrin,Staff,1986-07-14,50113
447548,Kazuhide,Cardazo,Engineer,1986-07-14,79959
495256,Zorica,Krogh,Engineer,1986-07-14,70646
424576,Weiyi,Billingsley,Assistant Engineer,1986-07-14,40000
94815,Kwun,Dusink,Technique Leader,1986-07-14,46691
76239,Nectarios,Baca,Assistant Engineer,1986-07-14,58939
230636,Tsz,Pusterhofer,Staff,1986-07-14,40000
29948,Elzbieta,Kruskal,Engineer,1986-07-14,40000
225978,Siddarth,Piazza,Staff,1986-07-14,77225
222536,Feipei,Merel,Staff,1986-07-14,80780
240218,Yonghong,Akazan,Staff,1986-07-14,40138
25046,Mart,Cyre,Engineer,1986-07-14,55583
101000,Vishv,Marrevee,Staff,1986-07-14,51328
488057,Gennady,Schonegge,Assistant Engineer,1986-07-14,40501
18799,Kshitij,Lunn,Staff,1986-07-14,42095
26079,Wojceich,Mayerwieser,Engineer,1986-07-13,40000
37432,Gino,Dichev,Staff,1986-07-13,70777
492641,Mori,Azulay,Senior Staff,1986-07-13,112551
14865,Ute,Serra,Senior Staff,1986-07-13,61175
498137,Christfried,Etalle,Engineer,1986-07-13,40000
92251,Jianhao,Furudate,Assistant Engineer,1986-07-13,64631
33530,Toney,Garigliano,Engineer,1986-07-13,40000
228233,Francesca,Serov,Technique Leader,1986-07-13,44728
95294,Dulce,Bain,Engineer,1986-07-13,59900
462331,Sushant,Binkley,Staff,1986-07-13,40000
99104,Karsten,Kolinko,Staff,1986-07-13,40000
204805,Nimmagadda,Crouzet,Engineer,1986-07-13,51734
86631,Tristan,Isaac,Senior Engineer,1986-07-13,84059
231683,Gil,Diderrich,Senior Engineer,1986-07-13,49715
422877,Haldun,Speel,Staff,1986-07-13,40000
461573,Sachar,Zedlitz,Staff,1986-07-13,40000
466584,Irene,Demizu,Senior Staff,1986-07-13,40000
424378,Sanjiv,Varman,Engineer,1986-07-13,58976
97695,Sreekrishna,Fendler,Staff,1986-07-12,100779
33812,Patricio,Basawa,Staff,1986-07-12,73574
434580,Oscal,Saoudi,Staff,1986-07-12,65544
91307,Gladys,Erva,Senior Engineer,1986-07-12,59638
64535,Zongyan,Georgatos,Staff,1986-07-12,40407
16657,Yongdong,Heyers,Engineer,1986-07-12,63463
236858,Haldun,Bharadwaj,Technique Leader,1986-07-12,40000
261279,Ghassan,Sgarro,Senior Staff,1986-07-12,80023
91424,Mabry,Talmon,Engineer,1986-07-12,40000
281956,Jessie,Bardell,Staff,1986-07-12,40000
207439,Zongyan,Pouyioutas,Engineer,1986-07-12,50868
85017,Falguni,Swiler,Staff,1986-07-12,98339
200443,Goh,Einsfeld,Staff,1986-07-12,49111
19604,Nahla,Cappello,Engineer,1986-07-12,53992
231717,Bedir,Puoti,Assistant Engineer,1986-07-12,40000
36799,Tetsushi,Murtagh,Technique Leader,1986-07-12,46041
23420,Rosli,Gronowski,Engineer,1986-07-12,43571
419521,Takushi,Furudate,Senior Staff,1986-07-12,61630
105809,Remko,Frolund,Senior Engineer,1986-07-12,40000
217714,Sajjad,Coors,Staff,1986-07-11,40000
264535,Gunilla,Ashish,Engineer,1986-07-11,40000
492428,Adin,Laventhal,Assistant Engineer,1986-07-11,73220
266487,Unal,Boyle,Technique Leader,1986-07-11,63251
33715,Armond,Wynblatt,Staff,1986-07-11,53944
225979,Malu,Hoogerwoord,Staff,1986-07-11,40000
258240,Sushant,Clouatre,Staff,1986-07-11,79121
12697,Uri,Brizzi,Staff,1986-07-11,40000
452513,Yonghong,Petersohn,Senior Engineer,1986-07-11,40000
289438,Karlis,Takanami,Senior Engineer,1986-07-11,53383
260011,Rosalie,Falck,Staff,1986-07-11,50467
468804,Atreye,Axelband,Assistant Engineer,1986-07-11,48385
471295,Pragnesh,Cronau,Staff,1986-07-11,87731
11838,Taiji,Nitta,Staff,1986-07-11,68674
40597,Fumiyo,Limongiello,Engineer,1986-07-11,49354
214204,Alexius,Glowinski,Senior Staff,1986-07-10,68265
292810,Visit,Nyanchama,Technique Leader,1986-07-10,40000
420869,Zorica,Oskamp,Staff,1986-07-10,40000
80677,Rasikan,Gelosh,Technique Leader,1986-07-10,46011
269662,Shih,Benantar,Staff,1986-07-10,49429
54309,Mohamadou,Bressoud,Senior Engineer,1986-07-10,67544
221130,Tomofumi,Kornatzky,Engineer,1986-07-10,40000
97099,Chinya,Kaiserswerth,Engineer,1986-07-10,53077
210114,Phillip,Snedden,Assistant Engineer,1986-07-10,66715
467385,Hugo,Caine,Engineer,1986-07-10,40000
74783,Eckart,Schaaf,Engineer,1986-07-10,65655
240751,Moie,Pintelas,Engineer,1986-07-10,61129
38701,Kristian,Irland,Engineer,1986-07-10,65123
457627,Hiroyasu,Giaccio,Engineer,1986-07-10,57420
240539,Jouko,Weisert,Staff,1986-07-10,73976
444207,Eric,Landherr,Staff,1986-07-09,62495
286746,Georg,Erdi,Senior Engineer,1986-07-09,40000
64158,Yechiam,Fujisawa,Staff,1986-07-09,71989
77942,Nalini,Georgakopoulos,Staff,1986-07-09,60987
474173,Xiahua,Slaats,Engineer,1986-07-09,40000
299970,Yuping,Pargaonkar,Staff,1986-07-09,86474
270146,Bernt,Cappelli,Engineer,1986-07-09,70315
479028,Xuejun,Itzigehl,Staff,1986-07-09,40000
49087,Yifei,Cools,Engineer,1986-07-09,40000
411463,Subhankar,Zallocco,Engineer,1986-07-09,51427
475394,Gully,Ramaiah,Assistant Engineer,1986-07-09,40000
213455,Chenye,Lorho,Staff,1986-07-09,77465
452058,Hugh,Gaughan,Staff,1986-07-09,40000
450625,Conrado,Calkin,Engineer,1986-07-09,49334
470554,Mack,Mungall,Engineer,1986-07-09,47917
438714,Yucai,Thimonier,Staff,1986-07-08,71652
47777,Arunachalam,Zaumen,Engineer,1986-07-08,40010
256061,Shiv,Karner,Staff,1986-07-08,82060
279037,Ramachenga,Mateescu,Staff,1986-07-08,40000
449645,Gou,Kragelund,Staff,1986-07-08,63217
270787,Utpal,Wolniewicz,Engineer,1986-07-08,42531
417338,Huican,Staelin,Staff,1986-07-08,46925
251585,Mansur,Demizu,Engineer,1986-07-08,40000
22887,Arno,Henseler,Engineer,1986-07-08,74536
65619,Kazuhira,Rosch,Engineer,1986-07-08,40705
295506,Aloys,Blokdijk,Staff,1986-07-08,51304
234801,Jianhao,Perfilyeva,Senior Staff,1986-07-08,57278
415030,Bouchung,Belinskaya,Engineer,1986-07-08,40000
490224,Honesty,Raoux,Staff,1986-07-08,40000
51943,Gal,Arlazarov,Engineer,1986-07-08,58283
105313,Richara,McFarlin,Senior Staff,1986-07-07,66797
433973,Behnaam,Speek,Staff,1986-07-07,54308
90055,Barna,Kumaresan,Senior Staff,1986-07-07,40000
275542,Magy,Assaf,Staff,1986-07-07,40000
87454,Terresa,Veeraraghavan,Staff,1986-07-07,40000
425264,Jeanne,Shigei,Senior Engineer,1986-07-07,40000
458105,Zejun,Jonsson,Senior Engineer,1986-07-07,44581
227608,Christ,Stentiford,Staff,1986-07-07,49958
409347,Chandrasekaran,Jarecki,Technique Leader,1986-07-07,40000
284030,Geraldo,Alvarado,Staff,1986-07-07,59408
429564,JoAnne,Pulkowski,Technique Leader,1986-07-07,59368
55429,Miyeon,Bamford,Senior Engineer,1986-07-07,52906
425639,Odysseas,Engelmann,Staff,1986-07-07,40000
81537,Beshir,Pezzoli,Staff,1986-07-07,56162
39151,Stamatina,Erbe,Staff,1986-07-07,40000
41432,Basim,Dymetman,Technique Leader,1986-07-06,65558
99116,Luigi,Pargaonkar,Engineer,1986-07-06,47315
26385,Brigham,Peral,Engineer,1986-07-06,66888
424581,Turgut,Christianini,Staff,1986-07-06,58774
443306,Mechthild,Sifakis,Engineer,1986-07-06,49559
479581,Yinghua,Thimonier,Engineer,1986-07-06,65061
201777,Wonhee,Perl,Staff,1986-07-06,73596
247301,Chriss,Luke,Engineer,1986-07-06,42506
233858,Irena,Nivat,Engineer,1986-07-06,51854
425375,Tsvetan,Peir,Senior Staff,1986-07-06,46394
262441,Shmuel,Jording,Engineer,1986-07-06,59759
422057,Mahmut,Shiratori,Staff,1986-07-06,53457
260642,Xianlong,Kemmerer,Staff,1986-07-06,40000
457807,Huan,Zumaque,Staff,1986-07-06,40000
255338,Fei,Veeraraghavan,Engineer,1986-07-06,50435
233400,Vatsa,Rothenberg,Technique Leader,1986-07-06,53951
51597,Shuky,Mungall,Staff,1986-07-06,46786
437301,Adil,Pehl,Assistant Engineer,1986-07-06,50342
469834,Shahaf,Parveen,Engineer,1986-07-06,46895
11537,DAIDA,Pehl,Senior Staff,1986-07-06,96023
412141,Arun,Bernick,Staff,1986-07-06,79707
203821,Ger,Gist,Senior Engineer,1986-07-06,48348
444201,Yuichiro,Constantine,Senior Engineer,1986-07-06,58203
494473,Aamod,Suri,Assistant Engineer,1986-07-05,59639
443390,Arfst,Marwedel,Senior Staff,1986-07-05,66307
257802,Josyula,Vieri,Engineer,1986-07-05,48837
433998,Chiradeep,Pettis,Staff,1986-07-05,86921
241419,Insup,Solares,Engineer,1986-07-05,48046
488541,Raimond,Luck,Staff,1986-07-05,64090
25363,Ipke,Moehrke,Senior Staff,1986-07-05,40000
448697,Mototsugu,Pietracaprina,Technique Leader,1986-07-05,54187
471546,Cedric,Picht,Senior Staff,1986-07-05,81918
256772,Hiroyasu,Malinowski,Staff,1986-07-05,55199
471728,Tadahiko,Heystek,Engineer,1986-07-05,40000
49769,Zengping,Polupanov,Staff,1986-07-05,40000
215459,Krisda,Staudhammer,Staff,1986-07-05,77511
40714,Lijie,Covnot,Staff,1986-07-05,81620
103419,Marjo,Pettit,Engineer,1986-07-05,46475
216449,Radhika,Billingsley,Engineer,1986-07-05,47402
459351,Zorica,Jeansoulin,Senior Engineer,1986-07-05,47739
487948,Gritta,Keohane,Staff,1986-07-05,40830
482819,Mostafa,Merkl,Senior Engineer,1986-07-05,46536
436969,Jianhua,Olano,Engineer,1986-07-05,46772
462484,Ronghao,Masamoto,Senior Engineer,1986-07-05,52422
90314,Masaki,Rosen,Senior Staff,1986-07-05,40000
216180,Kristin,Ranka,Technique Leader,1986-07-04,40118
238964,Zorica,Baca,Staff,1986-07-04,55077
463327,Udo,Keirsey,Engineer,1986-07-04,40000
483240,Urs,Ruemmler,Staff,1986-07-04,84367
296436,Shigeo,Butner,Senior Staff,1986-07-04,84999
89613,Billie,Feldmann,Staff,1986-07-04,53494
90304,Shigenori,Kavvadias,Engineer,1986-07-04,45366
429601,Stafford,Driscoll,Staff,1986-07-04,80753
21347,Francesca,Ghalwash,Senior Staff,1986-07-04,73742
490249,Sahrah,Riefers,Engineer,1986-07-04,40000
68015,Willard,Yetim,Senior Staff,1986-07-04,40000
268728,Jouni,Kuszyk,Engineer,1986-07-04,51539
45069,Lenore,Valette,Engineer,1986-07-04,40216
296236,Susumu,Veevers,Engineer,1986-07-04,50786
10778,Selwyn,Merey,Senior Staff,1986-07-04,64996
10548,Ramalingam,Gunderson,Staff,1986-07-04,90631
106320,Lein,Gils,Staff,1986-07-04,61408
58033,Maren,Etalle,Senior Staff,1986-07-04,74817
416724,Juyoung,Borstler,Engineer,1986-07-03,63548
254294,Shridhar,Benzaken,Engineer,1986-07-03,40000
481231,Mahendra,Conry,Staff,1986-07-03,72109
37518,Nahum,Rassart,Engineer,1986-07-03,40000
80894,Kousuke,Georgakopoulos,Senior Engineer,1986-07-03,42225
40008,Yucai,Nittel,Senior Staff,1986-07-03,40000
21044,Mack,Rajala,Engineer,1986-07-03,40433
244205,Conor,Hofting,Staff,1986-07-03,40000
268684,Yinghua,Ramras,Staff,1986-07-03,71012
468779,Aemilian,Guting,Engineer,1986-07-03,79728
268204,Nahid,Vakili,Staff,1986-07-03,70004
249610,Tesuya,Puppe,Staff,1986-07-03,40000
437750,Rosine,Karunanithi,Staff,1986-07-03,54477
33698,Mohan,Dalton,Staff,1986-07-03,80844
32269,Kannan,Cangellaris,Staff,1986-07-03,41545
52487,Candido,Shackel,Staff,1986-07-03,65998
277153,Giap,Lindenbaum,Engineer,1986-07-03,49861
102353,Elrique,Veccia,Staff,1986-07-03,41282
77386,Bowen,McFarlan,Staff,1986-07-03,71161
71099,Adly,Azevdeo,Engineer,1986-07-03,40000
24402,Jolita,Itzfeldt,Technique Leader,1986-07-03,40000
499922,Mitsuyuki,Doering,Staff,1986-07-03,50525
422476,Xiahua,Biran,Engineer,1986-07-03,40000
76822,Rafail,Gniady,Engineer,1986-07-03,40000
464544,Duke,Koshiba,Staff,1986-07-02,65795
40205,Genevieve,Provine,Engineer,1986-07-02,48463
400649,Shakhar,Luff,Staff,1986-07-02,40000
33793,Oldrich,Delgrossi,Staff,1986-07-02,51808
456430,Sukumar,Picel,Staff,1986-07-02,40000
230885,Gila,Zhiwei,Engineer,1986-07-02,50920
446511,Guoxiang,Hennings,Staff,1986-07-02,53825
401865,Eberhardt,Emmart,Staff,1986-07-02,71011
440423,Fumino,Marquardt,Engineer,1986-07-02,40000
450192,Sachem,Ghalwash,Staff,1986-07-02,61104
18782,Fan,Pepe,Engineer,1986-07-02,40000
426321,Dines,Ventosa,Staff,1986-07-02,40000
18369,Pintsang,Backhouse,Staff,1986-07-02,53188
78385,Syozo,Hasenauer,Engineer,1986-07-02,64401
287293,Gao,Rosch,Senior Staff,1986-07-01,70911
409765,Shietung,Bernardinello,Engineer,1986-07-01,57860
239353,Francoise,Wynblatt,Technique Leader,1986-07-01,52917
299849,Mats,Kropf,Senior Engineer,1986-07-01,51739
268722,Muneo,Marshall,Senior Engineer,1986-07-01,55840
404506,Tesuro,Gips,Staff,1986-07-01,40000
59724,Jenwei,Stentiford,Staff,1986-07-01,68442
226438,Subhada,Kambil,Staff,1986-07-01,85348
102153,Danel,Lukaszewicz,Senior Staff,1986-07-01,76845
220258,Sajjad,Erez,Engineer,1986-07-01,46764
498799,Pintsang,Demri,Senior Engineer,1986-07-01,42702
58499,Marjo,Pileggi,Engineer,1986-07-01,41821
103782,Sigeru,Baez,Staff,1986-07-01,85804
272009,Deborah,Woycyznski,Engineer,1986-07-01,44502
16355,Nikolaos,Luca,Staff,1986-07-01,80403
455230,Manohar,Baranowski,Staff,1986-07-01,56671
60981,Yuchang,Kalorkoti,Senior Engineer,1986-07-01,65154
212040,Bangqing,Lunt,Staff,1986-07-01,97847
249222,Sverrir,Srimani,Engineer,1986-07-01,40000
14320,Sreenivas,Schaar,Engineer,1986-06-30,40000
276072,Youjian,Bael,Staff,1986-06-30,63108
245970,Marin,Perry,Senior Engineer,1986-06-30,54384
61753,Pantung,Levergood,Engineer,1986-06-30,65136
68709,Marke,Zaccaria,Engineer,1986-06-30,40000
261130,Brigham,Stassinopoulos,Senior Engineer,1986-06-30,53934
97091,Juichirou,Frijda,Senior Engineer,1986-06-30,64700
440587,Lijia,Flasterstein,Engineer,1986-06-30,54060
444738,Takahira,Gargeya,Staff,1986-06-30,92947
299555,Mahendra,Lanzelotte,Engineer,1986-06-30,59261
250825,Christophe,Perfilyeva,Staff,1986-06-30,80146
479499,Akeel,Birnbaum,Senior Staff,1986-06-30,64585
244316,Khun,Kuszyk,Staff,1986-06-30,82344
23023,Premsyl,Lenart,Engineer,1986-06-30,40000
27732,Girolamo,Facello,Senior Engineer,1986-06-30,48552
429659,Jongsuk,Francisci,Engineer,1986-06-30,44515
215222,JiYoung,Baby,Senior Staff,1986-06-29,40000
102479,Serap,Facello,Senior Staff,1986-06-29,61615
99585,Khoa,Kropp,Engineer,1986-06-29,49416
442752,Vugranam,Luft,Senior Staff,1986-06-29,97935
284178,Zejun,Lung,Engineer,1986-06-29,49810
47409,Kazuhira,Buchter,Engineer,1986-06-29,40000
484356,Narain,Bonifati,Engineer,1986-06-29,45727
58728,Boguslaw,Parfitt,Engineer,1986-06-29,40384
35425,Hinrich,Desikan,Engineer,1986-06-29,73784
288206,Jouni,Tiemann,Senior Staff,1986-06-29,54285
71753,Tzu,Fadgyas,Engineer,1986-06-29,60088
79449,Tonny,Stavenow,Assistant Engineer,1986-06-29,40000
29059,Arumugam,Legleitner,Engineer,1986-06-29,57837
299267,Etsuo,Auyong,Technique Leader,1986-06-29,40000
239087,Yishai,Birjandi,Staff,1986-06-29,83757
437422,Naftaly,Plavsic,Engineer,1986-06-29,41012
251464,Junichi,Talmon,Staff,1986-06-29,70706
406242,Chanjung,Beidas,Engineer,1986-06-29,59088
416334,Shushma,Bressoud,Staff,1986-06-29,44627
210865,Olivera,Koyama,Staff,1986-06-29,72819
57689,Shuzo,Rosch,Staff,1986-06-28,40000
49537,Minghong,Dulli,Engineer,1986-06-28,42058
296910,Sampalli,Conia,Staff,1986-06-28,65559
267246,Leif,Valiente,Engineer,1986-06-28,46225
415867,Shuji,Erev,Staff,1986-06-28,40000
408317,Roselyn,Unno,Engineer,1986-06-28,45559
43573,Jianwen,Nicolson,Staff,1986-06-28,40000
24316,Feiyu,Cincotta,Engineer,1986-06-28,40000
104038,Kwun,Fujisaki,Assistant Engineer,1986-06-28,49409
36906,Anoosh,Kornyak,Engineer,1986-06-28,40000
208979,Candida,Werthner,Technique Leader,1986-06-28,58956
99061,Arco,Gustavson,Engineer,1986-06-28,40000
40869,Flemming,Snedden,Senior Engineer,1986-06-28,43224
294782,Edwin,Reeker,Senior Engineer,1986-06-28,46143
82585,Berry,Bodoff,Staff,1986-06-28,52198
234331,Cullen,Cherinka,Engineer,1986-06-28,40000
449223,Gad,Peak,Staff,1986-06-28,62960
241665,Dinah,Businaro,Engineer,1986-06-28,40838
101098,Maya,Norsworthy,Staff,1986-06-27,54008
106736,Marla,Raczkowsky,Engineer,1986-06-27,41285
257191,Karoline,Bruckman,Senior Staff,1986-06-27,44104
100900,Saniya,Vandervoorde,Staff,1986-06-27,40000
87951,Ottavia,Rohrbach,Engineer,1986-06-27,40000
228790,Djenana,Felder,Engineer,1986-06-27,45831
487276,Chaoyi,Kowalchuk,Senior Engineer,1986-06-27,54181
269184,King,Gonthier,Engineer,1986-06-27,53362
482888,Apostol,Brookman,Senior Staff,1986-06-27,51609
64655,Jaideep,Nilsson,Senior Staff,1986-06-27,54110
58665,Mabhin,Marquardt,Staff,1986-06-27,58861
246655,Edwin,Billingsley,Staff,1986-06-27,63749
79145,Oscar,Domenig,Staff,1986-06-27,62064
27900,Atreyi,Klassen,Engineer,1986-06-27,48890
208735,Niranjan,Narlikar,Senior Staff,1986-06-26,42006
252260,Clyde,Munos,Engineer,1986-06-26,40000
10001,Georgi,Facello,Senior Engineer,1986-06-26,60117
84305,Minghong,Kalloufi,Senior Engineer,1986-06-26,40000
64316,Bartek,Pesch,Staff,1986-06-26,40000
417583,Jamaludin,Gischer,Staff,1986-06-26,40000
29250,Radoslaw,Besancenot,Staff,1986-06-26,60178
50733,Hironoby,Nivat,Engineer,1986-06-26,40000
430184,Leszek,Cunliffe,Staff,1986-06-26,40000
452621,Werner,Dolinsky,Staff,1986-06-26,54062
223987,Wayne,Lorch,Engineer,1986-06-26,40000
29237,Gennadi,Beznosov,Engineer,1986-06-25,40000
467161,Visit,Demos,Engineer,1986-06-25,40000
288634,Chenyi,Kobara,Engineer,1986-06-25,48415
248820,Howell,Seiwald,Technique Leader,1986-06-25,55115
204679,Masaru,Marchegay,Staff,1986-06-25,63947
106482,Alselm,Selenyi,Staff,1986-06-25,77323
82858,True,Taubman,Staff,1986-06-25,62709
258501,Nadjib,Bach,Staff,1986-06-25,45544
80082,Shaleah,Salverda,Staff,1986-06-25,40000
486775,Lene,Yetim,Technique Leader,1986-06-25,40000
53977,Alper,Unno,Staff,1986-06-25,52057
457008,Subhrajyoti,Welham,Staff,1986-06-25,48183
448707,Laurentiu,Basart,Staff,1986-06-25,78364
261088,Zejun,Lichtman,Engineer,1986-06-25,50040
47969,Tuval,Rosis,Senior Staff,1986-06-25,42692
465131,Heather,Buescher,Staff,1986-06-25,61774
403488,Chinya,Crelier,Senior Staff,1986-06-24,71656
43107,Tooru,Verspoor,Senior Staff,1986-06-24,64672
233940,Visit,Khalil,Senior Engineer,1986-06-24,40000
462648,Fatemeh,Sridhar,Senior Engineer,1986-06-24,40000
470962,Shaz,Langford,Staff,1986-06-24,59810
400830,Sumant,Suomi,Senior Engineer,1986-06-24,61568
292476,Martien,Schwartzburd,Staff,1986-06-24,40000
274401,Inderjeet,Demos,Senior Staff,1986-06-24,44481
483183,Oscar,Ciolek,Engineer,1986-06-24,47352
213419,Marie,Gyorkos,Senior Staff,1986-06-24,40000
51619,Kensei,Birke,Engineer,1986-06-24,48804
215648,Jeanna,Jahnichen,Engineer,1986-06-24,40000
208256,Hugh,Mungall,Assistant Engineer,1986-06-24,40000
463725,Wonhee,Zumaque,Engineer,1986-06-24,48635
221047,Arch,Basawa,Engineer,1986-06-24,43603
236224,Jolita,Iisaka,Engineer,1986-06-24,41857
236097,Hatim,Serot,Staff,1986-06-24,64289
218415,Arto,Farris,Senior Engineer,1986-06-24,40000
258371,Udi,Ciolek,Staff,1986-06-24,82944
442909,Augustine,Schwabacher,Senior Engineer,1986-06-23,49845
208087,Xianlong,Lueh,Staff,1986-06-23,43147
30334,Yongqiao,Atchley,Staff,1986-06-23,40000
260756,Jahangir,Swick,Engineer,1986-06-23,57953
93551,Sanjay,Shrader,Staff,1986-06-23,72440
220657,Krisda,Sinitsyn,Staff,1986-06-23,40000
485664,Ranan,Stentiford,Staff,1986-06-23,40000
435459,Arto,Heuser,Technique Leader,1986-06-23,46509
448008,Shem,Taubenfeld,Senior Engineer,1986-06-23,40000
471942,Heekeun,Hardjono,Assistant Engineer,1986-06-23,59805
411390,Masako,Jullig,Staff,1986-06-23,40000
96129,Aloys,Alvarado,Senior Engineer,1986-06-23,66470
90878,Odysseas,Tagansky,Senior Engineer,1986-06-23,40000
52355,Arto,Merkl,Engineer,1986-06-23,40000
471388,Amalendu,Poupard,Staff,1986-06-23,51524
297882,Candida,Straney,Staff,1986-06-23,49894
25979,Monique,Yemenis,Engineer,1986-06-23,61616
436965,Falguni,Leijenhorst,Engineer,1986-06-22,64942
423468,Leandro,Heuser,Engineer,1986-06-22,40000
57521,Janalee,Baak,Staff,1986-06-22,67235
217955,Marit,Cairo,Engineer,1986-06-22,44693
270625,Rajmohan,Azevdeo,Engineer,1986-06-22,48582
253729,Ziyad,Rusterholz,Senior Engineer,1986-06-22,40631
25339,Brewster,Bale,Engineer,1986-06-22,40000
464322,Sandeepan,Sessa,Staff,1986-06-22,53403
294353,Mark,Vanwelkenhuysen,Engineer,1986-06-22,42521
297620,Alexius,Lubachevsky,Engineer,1986-06-22,70590
107504,Shao,Hoppenstand,Engineer,1986-06-22,40000
53601,Avishai,Felder,Engineer,1986-06-22,40000
274458,Arfst,Ghandeharizadeh,Senior Engineer,1986-06-22,40000
59164,Hideo,Schaad,Engineer,1986-06-22,61762
202420,Shaleah,Wuwongse,Engineer,1986-06-22,44208
424907,Visit,Schwaller,Senior Engineer,1986-06-22,43066
444673,Taisook,Kruskal,Staff,1986-06-22,40000
483841,Kwan,Swift,Staff,1986-06-21,52327
423399,Gina,Falck,Staff,1986-06-21,40000
482715,Kwangyoen,Guting,Staff,1986-06-21,64039
84592,Xinglin,Ressouche,Senior Engineer,1986-06-21,40000
273299,Takushi,Kalorkoti,Staff,1986-06-21,45419
30824,Subbu,Bellone,Staff,1986-06-21,49016
425536,Sajjan,Denti,Engineer,1986-06-21,59463
489993,Satyanarayana,Pena,Engineer,1986-06-21,46490
64955,Mariusz,Karner,Engineer,1986-06-21,49158
42478,Kristin,Biros,Senior Staff,1986-06-21,55244
39729,Fan,Awdeh,Engineer,1986-06-21,40000
105449,Renny,Eastman,Staff,1986-06-21,40000
263967,Pranav,Farrag,Staff,1986-06-21,49994
200334,Basem,Bojadziev,Senior Engineer,1986-06-21,58014
464889,Berry,Hettesheimer,Engineer,1986-06-20,40000
420045,Baziley,Tasistro,Engineer,1986-06-20,40000
28318,Teunis,Whitcomb,Staff,1986-06-20,40000
441052,Martien,Menhardt,Senior Staff,1986-06-20,40000
412324,Abdulla,Tokunaga,Staff,1986-06-20,40000
46250,Yefim,Decleir,Staff,1986-06-20,69390
44608,Sudhanshu,Herber,Engineer,1986-06-20,61586
64837,Mantis,Petereit,Technique Leader,1986-06-20,58887
25685,Shalesh,Sommer,Staff,1986-06-20,48843
58059,Behnaam,Zwicker,Engineer,1986-06-20,41917
104517,Kazuhide,Demri,Staff,1986-06-20,66270
95365,Xuejia,Sichman,Engineer,1986-06-20,40000
490183,Guozhong,Hegner,Technique Leader,1986-06-20,43217
438390,Shridhar,Leppanen,Engineer,1986-06-20,40000
16580,Masaru,Valiente,Senior Engineer,1986-06-20,40000
75114,Lillian,Ladret,Staff,1986-06-20,67056
96047,Zhongwei,Kalloufi,Senior Staff,1986-06-20,64664
200984,Niranjan,Picht,Staff,1986-06-19,40000
11738,Tadahiro,Lichtman,Engineer,1986-06-19,58432
21609,Sibyl,Pappas,Senior Staff,1986-06-19,80510
101221,Phule,Saoudi,Technique Leader,1986-06-19,61546
482386,Subir,McFarlin,Engineer,1986-06-19,46579
287917,Barry,Rindone,Senior Engineer,1986-06-19,52628
